ID,Kategori Umum,Kategori Khusus,Penyelenggara,Posisi,Deskripsi,Durasi,Tanggal Pendaftaran,Link,CP,Jenis Kontak,Lokasi,Persyaratan Pendaftaran,Skill yang didapat,,,
473,Kegiatan Umum,Magang,Schoters,Tax Officer,"Transformasi Start-Up Edutech Melalui Riset Dan Inovasi

Dalam aktivitas  ""Transformasi Start-Up Edutech Melalui Riset dan Inovasi"", peserta magang merdeka akan diberi kesempatan untuk mengeksplorasi ide dan menjalankan projek inovasi yang dapat menunjang portofolio peserta, baik untuk berkarir di dunia profesional maupun melanjutkan studi ke depannya. Dengan bimbingan langsung dari mentor-mentor yang ahli di bidangnya dan atmosfer kerja yang suportif, peserta dapat memperoleh pengalaman belajar yang berharga masa depan peserta.

Sejalan dengan visi Schoters, seluruh peserta magang merdeka juga akan berkesempatan mengikuti program intensif untuk persiapan pendaftaran beasiswa ke luar negeri, termasuk mentoring dalam grup kecil dan kesempatan mengikuti IELTS Prediction Test secara gratis. Kesempatan ini diharapkan dapat dimanfaatkan dengan baik oleh peserta yang berambisi tinggi untuk bisa melanjutkan studi dengan beasiswa ke jenjang selanjutnya, dengan tujuan membawa solusi-solusi baru bagi berbagai permasalahan yang ditemui di berbagai sektor di Indonesia.

Benefit lain yang akan diperoleh peserta di antaranya yaitu: penanggungan penuh untuk BPJSTK serta kesempatan mengikuti training dan kegiatan upskilling internal di perusahaan. 

Selain itu, peserta yang berhasil menyelesaikan kegiatan Magang Merdeka juga akan mendapatkan rekomendasi dari Schoters via channel LinkedIn untuk menunjang kariernya ke depannya. Tentunya, peserta yang menunjukkan performa yang baik selama kegiatan magang juga akan mendapat kesempatan untuk memulai karier profesionalnya di Schoters melalui program direct hire.

Kompetensi yang Dikembangkan

Work Ethic

Tax Knowledge

Time Management

Evaluation

Research & Innovation

Kriteria Peserta

Tax assessment on every transaction and tax reconciliation (VAT&WHT).

- Mahasiswa perguruan tinggi aktif yang menempuh semester 5 dan 6 dari jurusan perpajakan;
- Mampu berkomunikasi dengan baik dan bekerja dalam kelompok;
- Memiliki inisiatif tinggi; dan
- Teliti dan memiliki atensi tinggi terhadap detail.

Informasi Tambahan

Dalam program ini, peserta akan ditempatkan di seluruh Indonesia (DKI Jakarta/Headquarter, DI Yogyakarta, Bandung, Bekasi, Malang, dan daerah lain sesuai penugasan
",5 bulan,26 April - 10 Juni,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/29817ab5-be74-4c42-a223-a04eceae0eef/2d3d060a-044f-11ef-866a-ca0bbc909a4f,628748458775,Whatsapp,Jakarta Selatan,"- Mahasiswa perguruan tinggi aktif yang menempuh semester 5 dan 6;
- Memiliki kemampuan untuk mengolah  dan mengoperasikan data;
- Mampu berkolaborasi dengan pihak-pihak yang berasal dari latar belakang berbeda-beda;
- Mampu berkomunikasi dengan baik dan bekerja dalam kelompok;
- Memiliki pengalaman dalam project management;
- Memiliki kemampuan customer management yang baik;
- Memiliki karakter yang berorientasi terhadap detail; dan
- Memiliki kemauan untuk belajar dan memahami hal baru.","- Project Monitoring & Evaluation
- Project Planning
- Research & Innovation
- Work Ethic
- Problem Solving",,,
474,Kegiatan Umum,Magang,Google,Software Engineer Intern,"Mengerjakan proyek pengembangan perangkat lunak real-world, berkolaborasi dengan tim insinyur berpengalaman, dan belajar tentang teknologi terbaru.",6 Bulan,1 Juni - 31 Agustus 2024,https://buildyourfuture.withgoogle.com/internships,628685540170,Whatsapp,United States of America,"- Mahasiswa perguruan tinggi aktif yang menempuh semester 5 dan 6;
- Memiliki kemampuan untuk mengolah  dan mengoperasikan data;
- Mampu berkolaborasi dengan pihak-pihak yang berasal dari latar belakang berbeda-beda;
- Mampu berkomunikasi dengan baik dan bekerja dalam kelompok;
- Memiliki pengalaman dalam project management;
- Memiliki kemampuan customer management yang baik;
- Memiliki karakter yang berorientasi terhadap detail; dan
- Memiliki kemauan untuk belajar dan memahami hal baru.","- Programming
- Software development
- Web development
- Database
- Software security
- Project Monitoring & Evaluation
- Project Planning
- Research & Innovation
- Work Ethic
- Problem Solving",,,
475,Kegiatan Umum,Magang,Facebook,Data Science Intern,"Menganalisis data besar, membangun model machine learning, dan membantu mengembangkan solusi data-driven untuk masalah bisnis yang kompleks.",6 Bulan,1 September - 28 Februari 2025,https://www.facebook.com/groups/1657011511056392/,628097369445,Whatsapp,United States of America,"- Mahasiswa perguruan tinggi aktif yang menempuh semester 5 dan 6;
- Memiliki kemampuan untuk mengolah  dan mengoperasikan data;
- Mampu berkolaborasi dengan pihak-pihak yang berasal dari latar belakang berbeda-beda;
- Mampu berkomunikasi dengan baik dan bekerja dalam kelompok;
- Memiliki pengalaman dalam project management;
- Memiliki kemampuan customer management yang baik;
- Memiliki karakter yang berorientasi terhadap detail; dan
- Memiliki kemauan untuk belajar dan memahami hal baru.","- Data Analysis
- Data Visualization
- Machine Learning
- Work Ethic
- Problem Solving",,,
476,Kegiatan Umum,Magang,Microsoft,Cybersecurity Intern,"Melakukan pengujian penetrasi, menganalisis kerentanan, dan membantu mengembangkan strategi keamanan siber untuk melindungi sistem dan data perusahaan.",6 Bulan,1 Oktober - 31 Januari 2025,https://careers.microsoft.com/v2/global/en/students,628026042738,Whatsapp,United States of America,"- Mahasiswa perguruan tinggi aktif yang menempuh semester 5 dan 6;
- Memiliki kemampuan untuk mengolah  dan mengoperasikan data;
- Mampu berkolaborasi dengan pihak-pihak yang berasal dari latar belakang berbeda-beda;
- Mampu berkomunikasi dengan baik dan bekerja dalam kelompok;
- Memiliki pengalaman dalam project management;
- Memiliki kemampuan customer management yang baik;
- Memiliki karakter yang berorientasi terhadap detail; dan
- Memiliki kemauan untuk belajar dan memahami hal baru.","- Pengetahuan Jaringan 
- Pengelolaan Keamanan Sistem 
- Cryptography
- Manajemen Identitas dan Akses 
- Penetration Testing 
- Analisis Malware
- Digital Forensics
- Security Awareness
- Programming and Scripting
- Compliance and Regulations
- Cloud Security
- Log Analysis and Monitoring",,,
477,Kegiatan Umum,Magang,Goldman Sachs,Investment Banking Intern,"Melakukan analisis keuangan, membantu dalam persiapan presentasi klien, dan mempelajari tentang industri jasa keuangan.",6 Bulan,1 Juni - 8 Agustus 2024,https://www.goldmansachs.com/careers/,628758519828,Whatsapp,United States of America,"- Mahasiswa perguruan tinggi aktif yang menempuh semester 5 dan 6;
- Memiliki kemampuan untuk mengolah  dan mengoperasikan data;
- Mampu berkolaborasi dengan pihak-pihak yang berasal dari latar belakang berbeda-beda;
- Mampu berkomunikasi dengan baik dan bekerja dalam kelompok;
- Memiliki pengalaman dalam project management;
- Memiliki kemampuan customer management yang baik;
- Memiliki karakter yang berorientasi terhadap detail; dan
- Memiliki kemauan untuk belajar dan memahami hal baru.","Analisis Keuangan
Pemodelan Keuangan
Penilaian Perusahaan
Riset Pasar
Penyusunan Presentasi
Pengolahan Data
Negosiasi
Manajemen Proyek
Komunikasi Efektif
Analisis Risiko
",,,
478,Kegiatan Umum,Magang,Unilever,Marketing Intern,"Mengembangkan strategi pemasaran digital, membuat konten kreatif, dan membantu mengukur efektivitas kampanye pemasaran.",6 Bulan,1 September - 28 Februari 2025,https://www.unilever.com/careers/,628457379420,Whatsapp,United States of America,"- Mahasiswa perguruan tinggi aktif yang menempuh semester 5 dan 6;
- Memiliki kemampuan untuk mengolah  dan mengoperasikan data;
- Mampu berkolaborasi dengan pihak-pihak yang berasal dari latar belakang berbeda-beda;
- Mampu berkomunikasi dengan baik dan bekerja dalam kelompok;
- Memiliki pengalaman dalam project management;
- Memiliki kemampuan customer management yang baik;
- Memiliki karakter yang berorientasi terhadap detail; dan
- Memiliki kemauan untuk belajar dan memahami hal baru.","Riset Pasar
Analisis Data
Strategi Pemasaran
Pembuatan Konten
Manajemen Media Sosial
Komunikasi Efektif
Pengembangan Kampanye
Keterampilan Presentasi
SEO (Search Engine Optimization)
Manajemen Proyek",,,
479,Kegiatan Umum,Magang,Amazon,Project Management Intern,"Membantu merencanakan, mengorganisir, dan mengeksekusi proyek, memantau kemajuan, dan mengelola risiko.",6 Bulan,1 Januari - 31 Agustus 2024,https://www.amazon.jobs/en/teams/internships-for-students,628830999165,Whatsapp,United States of America,"- Mahasiswa perguruan tinggi aktif yang menempuh semester 5 dan 6;
- Memiliki kemampuan untuk mengolah  dan mengoperasikan data;
- Mampu berkolaborasi dengan pihak-pihak yang berasal dari latar belakang berbeda-beda;
- Mampu berkomunikasi dengan baik dan bekerja dalam kelompok;
- Memiliki pengalaman dalam project management;
- Memiliki kemampuan customer management yang baik;
- Memiliki karakter yang berorientasi terhadap detail; dan
- Memiliki kemauan untuk belajar dan memahami hal baru.","Perencanaan Proyek
Pengelolaan Waktu
Manajemen Sumber Daya
Komunikasi Efektif
Pengelolaan Risiko
Koordinasi Tim
Penyusunan Laporan
Pemecahan Masalah
Pemantauan dan Evaluasi
Penggunaan Alat Manajemen Microsoft Project, Trello, Asana",,,
480,Kegiatan Umum,Magang,Nike,Graphic Design Intern,"Merancang aset visual untuk kampanye pemasaran, mengembangkan identitas merek, dan berkolaborasi dengan tim desainer berpengalaman.",6 Bulan,1 Maret - 30 Juni 2024,https://jobs.nike.com/,628889440179,Whatsapp,United States of America,"- Mahasiswa perguruan tinggi aktif yang menempuh semester 5 dan 6;
- Memiliki kemampuan untuk mengolah  dan mengoperasikan data;
- Mampu berkolaborasi dengan pihak-pihak yang berasal dari latar belakang berbeda-beda;
- Mampu berkomunikasi dengan baik dan bekerja dalam kelompok;
- Memiliki pengalaman dalam project management;
- Memiliki kemampuan customer management yang baik;
- Memiliki karakter yang berorientasi terhadap detail; dan
- Memiliki kemauan untuk belajar dan memahami hal baru.","Pemahaman Desain Visual
Penggunaan Perangkat Lunak Adobe Photoshop, Illustrator, InDesign
Kreativitas dalam Pengembangan Konsep
Komunikasi Visual
Pengolahan Gambar dan Foto
Penggunaan Warna dan Tipografi
Penyesuaian Desain untuk Berbagai Media (misalnya cetak, digital, sosial media)
Keterampilan Layouting
Pemahaman tentang Branding dan Identitas Visual
Kolaborasi Tim dan Klien",,,
481,Kegiatan Umum,Magang,Airbnb,UX/UI Design Intern,"Melakukan riset pengguna, merancang prototipe, dan menguji antarmuka pengguna untuk meningkatkan pengalaman pengguna.",6 Bulan,1 April - 30 September 2024,https://careers.airbnb.com/,628852502289,Whatsapp,United States of America,"- Mahasiswa perguruan tinggi aktif yang menempuh semester 5 dan 6;
- Memiliki kemampuan untuk mengolah  dan mengoperasikan data;
- Mampu berkolaborasi dengan pihak-pihak yang berasal dari latar belakang berbeda-beda;
- Mampu berkomunikasi dengan baik dan bekerja dalam kelompok;
- Memiliki pengalaman dalam project management;
- Memiliki kemampuan customer management yang baik;
- Memiliki karakter yang berorientasi terhadap detail; dan
- Memiliki kemauan untuk belajar dan memahami hal baru.","Pemahaman tentang Pengalaman Pengguna (User Experience)
Pemahaman tentang Antarmuka Pengguna (User Interface)
Penelitian Pengguna (User Research)
Pembuatan Persona Pengguna (User Persona)
Wireframing
Prototyping
Desain Responsif (Responsive Design)
Testing Pengguna (User Testing)
Keterampilan Penggunaan Alat Adobe XD, Sketch, atau Figma
Kolaborasi Tim dan Klien",,,
482,Kegiatan Umum,Magang,The New York Times,Editorial Intern,"Menulis artikel berita, melakukan riset, dan bekerja dengan editor berpengalaman untuk memproduksi jurnalisme berkualitas tinggi.",6 Bulan,1 Juni - 31 Agustus 2024,https://www.nytco.com/careers/,628041550116,Whatsapp,United States of America,"- Mahasiswa perguruan tinggi aktif yang menempuh semester 5 dan 6;
- Memiliki kemampuan untuk mengolah  dan mengoperasikan data;
- Mampu berkolaborasi dengan pihak-pihak yang berasal dari latar belakang berbeda-beda;
- Mampu berkomunikasi dengan baik dan bekerja dalam kelompok;
- Memiliki pengalaman dalam project management;
- Memiliki kemampuan customer management yang baik;
- Memiliki karakter yang berorientasi terhadap detail; dan
- Memiliki kemauan untuk belajar dan memahami hal baru.","Penulisan dan Penyuntingan
Penelitian dan Pengembangan Konten
Pemahaman tentang Gaya Penulisan dan Pedoman Penyuntingan
Pengelolaan Konten dan Jadwal Publikasi
SEO (Search Engine Optimization) untuk Konten
Kreativitas dalam Penyusunan Ide dan Konsep Konten
Pemahaman tentang Target Pembaca dan Audiens
Penggunaan Alat Penulisan dan Microsoft Word, Google Docs
Kolaborasi Tim dan Komunikasi Efektif
Pemantauan dan Analisis Kinerja Konten",,,
483,Kegiatan Umum,Magang,Edelman,Public Relations Intern,"Mengembangkan strategi PR, menulis siaran pers, dan membangun hubungan media untuk meningkatkan citra perusahaan.",6 Bulan,1 September - 28 Februari 2024,https://www.edelman.com/careers,628387071505,Whatsapp,United States of America,"- Mahasiswa perguruan tinggi aktif yang menempuh semester 5 dan 6;
- Memiliki kemampuan untuk mengolah  dan mengoperasikan data;
- Mampu berkolaborasi dengan pihak-pihak yang berasal dari latar belakang berbeda-beda;
- Mampu berkomunikasi dengan baik dan bekerja dalam kelompok;
- Memiliki pengalaman dalam project management;
- Memiliki kemampuan customer management yang baik;
- Memiliki karakter yang berorientasi terhadap detail; dan
- Memiliki kemauan untuk belajar dan memahami hal baru.","Penulisan Press Release dan Materi Publikasi
Komunikasi Media dan Hubungan Media
Pemantauan Media dan Analisis Liputan
Pengaturan Acara dan Konferensi Pers
Keterampilan Presentasi dan Public Speaking
Pembuatan Materi Promosi dan Kampanye
Keterampilan Jaringan dan Hubungan Interpersonal
Pemahaman tentang Branding dan Citra Perusahaan
Penyusunan Laporan Kinerja dan Evaluasi Kampanye
Penggunaan Alat dan Platform Digital untuk PR ",,,
484,Kegiatan Umum,Magang,Schoters,Marketing & Commercial Officer,"Transformasi Start-Up Edutech Melalui Riset Dan Inovasi

Dalam aktivitas  ""Transformasi Start-Up Edutech Melalui Riset dan Inovasi"", peserta magang merdeka akan diberi kesempatan untuk mengeksplorasi ide dan menjalankan projek inovasi yang dapat menunjang portofolio peserta, baik untuk berkarir di dunia profesional maupun melanjutkan studi ke depannya. Dengan bimbingan langsung dari mentor-mentor yang ahli di bidangnya dan atmosfer kerja yang suportif, peserta dapat memperoleh pengalaman belajar yang berharga masa depan peserta.

Sejalan dengan visi Schoters, seluruh peserta magang merdeka juga akan berkesempatan mengikuti program intensif untuk persiapan pendaftaran beasiswa ke luar negeri, termasuk mentoring dalam grup kecil dan kesempatan mengikuti IELTS Prediction Test secara gratis. Kesempatan ini diharapkan dapat dimanfaatkan dengan baik oleh peserta yang berambisi tinggi untuk bisa melanjutkan studi dengan beasiswa ke jenjang selanjutnya, dengan tujuan membawa solusi-solusi baru bagi berbagai permasalahan yang ditemui di berbagai sektor di Indonesia.

Benefit lain yang akan diperoleh peserta di antaranya yaitu: penanggungan penuh untuk BPJSTK serta kesempatan mengikuti training dan kegiatan upskilling internal di perusahaan. 

Selain itu, peserta yang berhasil menyelesaikan kegiatan Magang Merdeka juga akan mendapatkan rekomendasi dari Schoters via channel LinkedIn untuk menunjang kariernya ke depannya. Tentunya, peserta yang menunjukkan performa yang baik selama kegiatan magang juga akan mendapat kesempatan untuk memulai karier profesionalnya di Schoters melalui program direct hire.

Informasi Tambahan

Dalam program ini, peserta akan ditempatkan di seluruh Indonesia (DKI Jakarta/Headquarter, DI Yogyakarta, Bandung, Bekasi, Malang, dan daerah lain sesuai penugasan",5 bulan,26 April - 10 Juni 2024,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/29817ab5-be74-4c42-a223-a04eceae0eef/5e2f8988-0459-11ef-bb7f-6ac06bc5928b,628616631499,Whatsapp,Jakarta Selatan,"- Mahasiswa perguruan tinggi aktif yang menempuh semester 5 dan 6;
- Tertarik atau pernah bergabung dalam kegiatan pendidikan luar negeri (expo/pertukaran pelajar/exchange) 
- Memiliki minat di industri pendidikan 
- Mampu berkomunikasi dengan baik dan bekerja dalam kelompok;
- Memiliki kemampuan manejemen waktu dan project yang baik;
- Memiliki kemampuan riset dan analisa kebenaran informasi dengan baik;
- Kemampuan menyajikan informasi yang mudah dimengerti secara umum;
- Familiar mendesain poster dengan aplikasi Canva/sejenisnya; dan
- Dapat menulis dengan teliti dan rapi .","- Design Skill
- Research & Innovation
- Project Management
- Expository Writing
- Work Ethic",,,
485,Kegiatan Umum,Magang,Schoters,Product Marketing Specialist,"Transformasi Start-Up Edutech Melalui Riset Dan Inovasi

Dalam aktivitas  ""Transformasi Start-Up Edutech Melalui Riset dan Inovasi"", peserta magang merdeka akan diberi kesempatan untuk mengeksplorasi ide dan menjalankan projek inovasi yang dapat menunjang portofolio peserta, baik untuk berkarir di dunia profesional maupun melanjutkan studi ke depannya. Dengan bimbingan langsung dari mentor-mentor yang ahli di bidangnya dan atmosfer kerja yang suportif, peserta dapat memperoleh pengalaman belajar yang berharga masa depan peserta.

Sejalan dengan visi Schoters, seluruh peserta magang merdeka juga akan berkesempatan mengikuti program intensif untuk persiapan pendaftaran beasiswa ke luar negeri, termasuk mentoring dalam grup kecil dan kesempatan mengikuti IELTS Prediction Test secara gratis. Kesempatan ini diharapkan dapat dimanfaatkan dengan baik oleh peserta yang berambisi tinggi untuk bisa melanjutkan studi dengan beasiswa ke jenjang selanjutnya, dengan tujuan membawa solusi-solusi baru bagi berbagai permasalahan yang ditemui di berbagai sektor di Indonesia.

Benefit lain yang akan diperoleh peserta di antaranya yaitu: penanggungan penuh untuk BPJSTK serta kesempatan mengikuti training dan kegiatan upskilling internal di perusahaan. 

Selain itu, peserta yang berhasil menyelesaikan kegiatan Magang Merdeka juga akan mendapatkan rekomendasi dari Schoters via channel LinkedIn untuk menunjang kariernya ke depannya. Tentunya, peserta yang menunjukkan performa yang baik selama kegiatan magang juga akan mendapat kesempatan untuk memulai karier profesionalnya di Schoters melalui program direct hire.

Informasi Tambahan

Dalam program ini, peserta akan ditempatkan di seluruh Indonesia (DKI Jakarta/Headquarter, DI Yogyakarta, Bandung, Bekasi, Malang, dan daerah lain sesuai penugasan",5 bulan,26 April - 10 Juni 2024,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/29817ab5-be74-4c42-a223-a04eceae0eef/52568988-045b-11ef-9cba-3aeb04cbaf69,628555611339,Whatsapp,Jakarta Selatan,"- Mahasiswa perguruan tinggi aktif yang menempuh semester 5 dan 6;
- Mampu berkomunikasi dengan baik dan bekerja dalam kelompok;
- Pengguna aktif media sosial;
- Mampu berkomunikasi dengan pihak eksternal dengan baik;
- Memiliki inisiatif tinggi.","- Work Ethic
- Content Creation
- Research & Innovation
- Administrative Skill
- Organize",,,
486,Kegiatan Umum,Magang,Schoters,Project Marketing Specialist,"Transformasi Start-Up Edutech Melalui Riset Dan Inovasi

Dalam aktivitas  ""Transformasi Start-Up Edutech Melalui Riset dan Inovasi"", peserta magang merdeka akan diberi kesempatan untuk mengeksplorasi ide dan menjalankan projek inovasi yang dapat menunjang portofolio peserta, baik untuk berkarir di dunia profesional maupun melanjutkan studi ke depannya. Dengan bimbingan langsung dari mentor-mentor yang ahli di bidangnya dan atmosfer kerja yang suportif, peserta dapat memperoleh pengalaman belajar yang berharga masa depan peserta.

Sejalan dengan visi Schoters, seluruh peserta magang merdeka juga akan berkesempatan mengikuti program intensif untuk persiapan pendaftaran beasiswa ke luar negeri, termasuk mentoring dalam grup kecil dan kesempatan mengikuti IELTS Prediction Test secara gratis. Kesempatan ini diharapkan dapat dimanfaatkan dengan baik oleh peserta yang berambisi tinggi untuk bisa melanjutkan studi dengan beasiswa ke jenjang selanjutnya, dengan tujuan membawa solusi-solusi baru bagi berbagai permasalahan yang ditemui di berbagai sektor di Indonesia.

Benefit lain yang akan diperoleh peserta di antaranya yaitu: penanggungan penuh untuk BPJSTK serta kesempatan mengikuti training dan kegiatan upskilling internal di perusahaan. 

Selain itu, peserta yang berhasil menyelesaikan kegiatan Magang Merdeka juga akan mendapatkan rekomendasi dari Schoters via channel LinkedIn untuk menunjang kariernya ke depannya. Tentunya, peserta yang menunjukkan performa yang baik selama kegiatan magang juga akan mendapat kesempatan untuk memulai karier profesionalnya di Schoters melalui program direct hire.

Informasi Tambahan

Dalam program ini, peserta akan ditempatkan di seluruh Indonesia (DKI Jakarta/Headquarter, DI Yogyakarta, Bandung, Bekasi, Malang, dan daerah lain sesuai penugasan",5 bulan,26 April - 10 Juni 2024,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/29817ab5-be74-4c42-a223-a04eceae0eef/8adf82d4-0460-11ef-911f-5ea626075984,628933364972,Whatsapp,Jakarta Selatan,"- Mahasiswa perguruan tinggi aktif yang menempuh semester 5 dan 6;
- Mampu berkomunikasi dengan baik dan bekerja dalam kelompok;
- Memiliki minat di industri pendidikan; 
- Memiliki kemampuan manejemen waktu dan project yang baik; 
- Kemampuan riset dan analisa kebenaran informasi dengan baik;
- Dapat menulis dengan teliti dan rapi. ","- Work Ethic
- Content Creation
- Social Media Management
- Strategic Analysis & Reporting
- Research & Innovation",,,
487,Kegiatan Umum,Magang,Schoters,Event Coordinator (Schoters Branch),"Transformasi Start-Up Edutech Melalui Riset Dan Inovasi

Dalam aktivitas  ""Transformasi Start-Up Edutech Melalui Riset dan Inovasi"", peserta magang merdeka akan diberi kesempatan untuk mengeksplorasi ide dan menjalankan projek inovasi yang dapat menunjang portofolio peserta, baik untuk berkarir di dunia profesional maupun melanjutkan studi ke depannya. Dengan bimbingan langsung dari mentor-mentor yang ahli di bidangnya dan atmosfer kerja yang suportif, peserta dapat memperoleh pengalaman belajar yang berharga masa depan peserta.

Sejalan dengan visi Schoters, seluruh peserta magang merdeka juga akan berkesempatan mengikuti program intensif untuk persiapan pendaftaran beasiswa ke luar negeri, termasuk mentoring dalam grup kecil dan kesempatan mengikuti IELTS Prediction Test secara gratis. Kesempatan ini diharapkan dapat dimanfaatkan dengan baik oleh peserta yang berambisi tinggi untuk bisa melanjutkan studi dengan beasiswa ke jenjang selanjutnya, dengan tujuan membawa solusi-solusi baru bagi berbagai permasalahan yang ditemui di berbagai sektor di Indonesia.

Benefit lain yang akan diperoleh peserta di antaranya yaitu: penanggungan penuh untuk BPJSTK serta kesempatan mengikuti training dan kegiatan upskilling internal di perusahaan. 

Selain itu, peserta yang berhasil menyelesaikan kegiatan Magang Merdeka juga akan mendapatkan rekomendasi dari Schoters via channel LinkedIn untuk menunjang kariernya ke depannya. Tentunya, peserta yang menunjukkan performa yang baik selama kegiatan magang juga akan mendapat kesempatan untuk memulai karier profesionalnya di Schoters melalui program direct hire.

Informasi Tambahan

Dalam program ini, peserta akan ditempatkan di seluruh Indonesia (DKI Jakarta/Headquarter, DI Yogyakarta, Bandung, Bekasi, Malang, dan daerah lain sesuai penugasan",5 bulan,26 April - 10 Juni 2024,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/29817ab5-be74-4c42-a223-a04eceae0eef/4becc83a-046e-11ef-8394-36f764739585,628852980439,Whatsapp,Jakarta Selatan,"- Mahasiswa perguruan tinggi aktif yang menempuh minimal semester 5 dan 6; 
- Mampu berkomunikasi dengan baik dan bekerja dalam kelompok;
- Mampu berkomunikasi dengan pihak eksternal dengan baik, secara langsung maupun tidak langsung; 
- Memiliki inisiatif tinggi;
- Siap diajak visitasi ;
- berdomisili atau kuliah di wilayah Jakarta (2 orang), semarang (1 orang), surabaya (1 orang), bandung (1 orang).","- Event Execution
- Research & Innovation
- Time Management
- Work Ethic
- Event Planning",,,
488,Kegiatan Umum,Magang,Schoters,CRM Specialist,"Transformasi Start-Up Edutech Melalui Riset Dan Inovasi

Dalam aktivitas  ""Transformasi Start-Up Edutech Melalui Riset dan Inovasi"", peserta magang merdeka akan diberi kesempatan untuk mengeksplorasi ide dan menjalankan projek inovasi yang dapat menunjang portofolio peserta, baik untuk berkarir di dunia profesional maupun melanjutkan studi ke depannya. Dengan bimbingan langsung dari mentor-mentor yang ahli di bidangnya dan atmosfer kerja yang suportif, peserta dapat memperoleh pengalaman belajar yang berharga masa depan peserta.

Sejalan dengan visi Schoters, seluruh peserta magang merdeka juga akan berkesempatan mengikuti program intensif untuk persiapan pendaftaran beasiswa ke luar negeri, termasuk mentoring dalam grup kecil dan kesempatan mengikuti IELTS Prediction Test secara gratis. Kesempatan ini diharapkan dapat dimanfaatkan dengan baik oleh peserta yang berambisi tinggi untuk bisa melanjutkan studi dengan beasiswa ke jenjang selanjutnya, dengan tujuan membawa solusi-solusi baru bagi berbagai permasalahan yang ditemui di berbagai sektor di Indonesia.

Benefit lain yang akan diperoleh peserta di antaranya yaitu: penanggungan penuh untuk BPJSTK serta kesempatan mengikuti training dan kegiatan upskilling internal di perusahaan. 

Selain itu, peserta yang berhasil menyelesaikan kegiatan Magang Merdeka juga akan mendapatkan rekomendasi dari Schoters via channel LinkedIn untuk menunjang kariernya ke depannya. Tentunya, peserta yang menunjukkan performa yang baik selama kegiatan magang juga akan mendapat kesempatan untuk memulai karier profesionalnya di Schoters melalui program direct hire.

Informasi Tambahan

Dalam program ini, peserta akan ditempatkan di seluruh Indonesia (DKI Jakarta/Headquarter, DI Yogyakarta, Bandung, Bekasi, Malang, dan daerah lain sesuai penugasan
",5 bulan,26 April - 10 Juni 2024,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/29817ab5-be74-4c42-a223-a04eceae0eef/128fb11d-0461-11ef-9e17-0a54edb93563,628755603354,Whatsapp,Jakarta Selatan,"- Mahasiswa perguruan tinggi aktif yang menempuh semester 5 dan 6;
- Mampu berkomunikasi dengan baik dan bekerja dalam kelompok;
- Memiliki minat di industri pendidikan; 
- Memiliki kemampuan manejemen waktu dan project yang baik; 
- Dapat menulis dengan teliti dan rapi.","- Presentation Skill
- Work Ethic
- Project Management
- Research & Innovation
- Creativity",,,
